,challenge,understanding,inclusion,leadership,work,work_from_home,rights,burnout,issue,fatigue,awareness,skill,communication,result,learning,mental_health,discrimination,tolerance,advocacy,acceptance,new_normal,accessibility,lockdown,anxiety,depression,home_schooling,job,support,workplace,training,productivity,career,diversity,rest,pandemic,project,permanent,role,policy,isolation,meeting,task,employment,fear,recovery,compliance,balance,coaching,empathy,head,social_distancing,goal,position,manager,overload,accountability,deadline,shift,problem,target,management,routine,growth,remote_work,stress,commitment,online_learning,remote_learning,quarantine,mastery,mentorship,harassment,accommodation,resilience,discussion,shutdown,regulation,boss,feedback,standard,partnership,loneliness,coordinator,performance,development,direction,difficulty,frustration,law,break,oversight,equity,director,hours,dedication,collaboration,reopening,cooperation,rule,contract,leave,responsibility,office,sensory_environment,telecommuting,unemployment,sensitivity,achievement,guidance,virtual_work,containment,pressure,hurdle,team_leader,promotion,objective,occupation,expertise,chief,officer,virtual_meeting,ethics,freelance,flexibility,output,interaction,profession,fairness,obstacle,vacation,home_office,stability,honesty,efficiency,schedule,integrity,milestone,adjustment,vocation,supervisor,time_off,temporary,reliability,leisure,teamwork,boredom,uncertainty,appraisal,furlough,supervision,workload,lifting,assignment,advancement,cubicle,synergy,guideline,competency,desk,administrator,relaxation,procedure,health_crisis,loyalty,economic_impact,confinement,downtime,overtime,restriction,subordinate,digital_workspace,punctuality,outbreak,job_loss,online_platform,flexible_schedule,workstation,virtual_collaboration
2021-10-08,1.0,2.0,13.0,,17.0,,,1.0,3.0,1.0,50.0,1.0,,1.0,18.0,14.0,1.0,,2.0,8.0,1.0,5.0,,4.0,3.0,1.0,3.0,23.0,10.0,11.0,,1.0,16.0,1.0,,4.0,,3.0,1.0,,1.0,1.0,6.0,3.0,,,,,,3.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,2.0,,1.0,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09,1.0,6.0,9.0,2.0,6.0,,1.0,,,,19.0,,1.0,,8.0,12.0,,,1.0,3.0,,3.0,1.0,4.0,1.0,,3.0,3.0,9.0,1.0,,3.0,13.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,2.0,,,,3.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,,1.0,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-13,1.0,8.0,15.0,3.0,20.0,,3.0,,2.0,,47.0,,,,22.0,26.0,1.0,,,9.0,,2.0,,2.0,,,8.0,13.0,13.0,9.0,2.0,4.0,15.0,1.0,3.0,4.0,,1.0,1.0,,,,5.0,,,1.0,,3.0,1.0,1.0,,,1.0,,,,,1.0,3.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,,,,,10.0,,,1.0,4.0,2.0,,,2.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-14,1.0,4.0,17.0,3.0,24.0,,1.0,,1.0,,36.0,,3.0,1.0,23.0,19.0,,2.0,,6.0,,,,2.0,3.0,,3.0,14.0,13.0,8.0,,2.0,19.0,3.0,,6.0,,1.0,,1.0,1.0,,8.0,1.0,,,,,,2.0,,1.0,3.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,5.0,,,,,1.0,,,,3.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-15,1.0,7.0,21.0,2.0,25.0,,1.0,1.0,4.0,,47.0,,3.0,,16.0,23.0,1.0,,2.0,7.0,,,,3.0,2.0,,1.0,22.0,15.0,9.0,,,13.0,,1.0,2.0,,1.0,2.0,,1.0,1.0,2.0,1.0,,,,,3.0,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,1.0,,2.0,,,,2.0,,2.0,,,1.0,3.0,,,,3.0,1.0,,2.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,1.0,6.0,12.0,,9.0,,,,,,32.0,,2.0,2.0,13.0,12.0,1.0,,3.0,8.0,,2.0,,1.0,2.0,,,8.0,1.0,8.0,,,15.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,2.0,,,,,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-17,1.0,4.0,11.0,,4.0,,2.0,,,,15.0,,1.0,,8.0,12.0,,,1.0,4.0,,,,2.0,1.0,,1.0,13.0,2.0,4.0,,,3.0,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,3.0,3.0,19.0,2.0,9.0,,1.0,,,,35.0,,5.0,,9.0,17.0,,,2.0,3.0,,8.0,,3.0,,,2.0,14.0,11.0,3.0,2.0,1.0,11.0,,2.0,1.0,,2.0,1.0,,1.0,2.0,3.0,,1.0,,,,3.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,2.0,1.0,,,,2.0,,1.0,,2.0,,,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19,1.0,4.0,19.0,1.0,17.0,,1.0,,1.0,,40.0,,,,13.0,18.0,,,,9.0,,4.0,,3.0,2.0,,2.0,19.0,20.0,12.0,,,17.0,,,6.0,,2.0,,,,2.0,,,,,,1.0,,2.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,,,,1.0,2.0,,,,1.0,,1.0,,,,,1.0,,2.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-22,3.0,5.0,21.0,,15.0,1.0,2.0,2.0,,,33.0,,1.0,1.0,18.0,13.0,,,3.0,6.0,1.0,4.0,,4.0,2.0,1.0,3.0,9.0,14.0,9.0,1.0,1.0,12.0,1.0,,5.0,,3.0,3.0,,1.0,,1.0,,,,2.0,2.0,1.0,1.0,,,,,2.0,,1.0,,3.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,3.0,,,,6.0,,,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2021-10-24,1.0,3.0,14.0,,5.0,,1.0,,,,17.0,,1.0,1.0,7.0,7.0,1.0,,1.0,5.0,,,,2.0,1.0,,,1.0,6.0,2.0,3.0,,5.0,1.0,,1.0,,2.0,,,,,5.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,2.0,2.0,9.0,,10.0,,1.0,2.0,2.0,,8.0,,1.0,,3.0,4.0,1.0,,1.0,1.0,,2.0,,2.0,2.0,,,6.0,5.0,4.0,,,13.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,3.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,2.0,4.0,19.0,,11.0,,3.0,1.0,,,33.0,,1.0,,12.0,22.0,,,6.0,3.0,,2.0,,3.0,,,3.0,19.0,5.0,5.0,,,15.0,,2.0,2.0,,3.0,,,4.0,,3.0,,,,,1.0,1.0,,,,,,2.0,,,2.0,1.0,,1.0,,1.0,,3.0,,,,,,,,,,3.0,,,,,,,,,1.0,1.0,,,,,6.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-03,1.0,3.0,22.0,2.0,16.0,1.0,,2.0,1.0,,16.0,,1.0,,15.0,8.0,,,4.0,3.0,2.0,,1.0,1.0,,,3.0,10.0,10.0,6.0,,,15.0,,1.0,1.0,,,,,2.0,,2.0,,,,,3.0,1.0,1.0,,1.0,1.0,,,,1.0,,5.0,,1.0,,,,2.0,,1.0,,,,,,,,3.0,,,1.0,1.0,,2.0,,1.0,,2.0,,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-05,2.0,6.0,14.0,,18.0,,,2.0,1.0,,17.0,1.0,3.0,2.0,10.0,14.0,,,2.0,3.0,,,,6.0,1.0,,4.0,10.0,7.0,5.0,,3.0,11.0,,,6.0,,3.0,,,1.0,,4.0,,,,,1.0,,1.0,,,,,3.0,,,1.0,2.0,,,,,,2.0,,,,,,,,1.0,,3.0,,,,4.0,,2.0,,1.0,2.0,2.0,,,,6.0,,,,2.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-10,1.0,4.0,19.0,2.0,23.0,,,2.0,1.0,,17.0,,2.0,,15.0,14.0,,,1.0,3.0,,2.0,,3.0,1.0,,3.0,20.0,12.0,3.0,2.0,2.0,13.0,1.0,1.0,1.0,,2.0,,,3.0,,,,,,,1.0,1.0,3.0,,,1.0,,1.0,,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,9.0,1.0,,,,,,,,2.0,2.0,1.0,,1.0,,4.0,,2.0,1.0,3.0,,2.0,,,,,2.0,1.0,,,,,2.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
2021-11-15,3.0,6.0,16.0,,19.0,,2.0,,3.0,,30.0,1.0,1.0,,14.0,25.0,1.0,,,3.0,,4.0,1.0,5.0,2.0,,3.0,14.0,10.0,8.0,1.0,6.0,8.0,,,4.0,,2.0,2.0,,1.0,2.0,7.0,,,,,3.0,,,,2.0,,1.0,2.0,,,2.0,2.0,1.0,,4.0,2.0,,2.0,1.0,,,,,,,,,4.0,,1.0,,,,,,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-16,3.0,5.0,27.0,2.0,21.0,,2.0,2.0,,,22.0,1.0,5.0,1.0,14.0,20.0,,1.0,1.0,4.0,2.0,1.0,,3.0,,,5.0,15.0,5.0,5.0,,,20.0,,,6.0,,,,,1.0,,3.0,,,,1.0,2.0,,4.0,,1.0,,1.0,1.0,,,,1.0,,,,4.0,,,,,,,,,,,1.0,2.0,,,,,,2.0,,,,3.0,,,,3.0,3.0,,,2.0,4.0,,1.0,,,1.0,,,,3.0,,,,1.0,,1.0,,,,,,1.0,,,2.0,,2.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2021-11-18,1.0,7.0,41.0,6.0,22.0,,3.0,,,,22.0,,3.0,,24.0,11.0,,,1.0,2.0,1.0,5.0,,5.0,2.0,,13.0,23.0,20.0,12.0,,1.0,28.0,1.0,1.0,8.0,,1.0,,1.0,1.0,1.0,3.0,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,4.0,,,1.0,1.0,1.0,3.0,,,2.0,3.0,,,,3.0,,,2.0,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2021-11-19,2.0,3.0,27.0,,22.0,,,3.0,1.0,,16.0,,1.0,2.0,16.0,21.0,,3.0,2.0,2.0,,2.0,,3.0,2.0,,1.0,17.0,9.0,5.0,1.0,2.0,13.0,,,1.0,,2.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,2.0,,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21,3.0,2.0,9.0,,1.0,,,1.0,,,8.0,,1.0,,7.0,10.0,,,,3.0,,,,3.0,,,2.0,11.0,5.0,2.0,,,3.0,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,2.0,10.0,18.0,3.0,54.0,,,,1.0,,32.0,1.0,2.0,,18.0,19.0,,,1.0,12.0,,1.0,,7.0,,,2.0,12.0,17.0,4.0,,,29.0,1.0,1.0,3.0,,3.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,2.0,,3.0,,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2021-11-23,1.0,3.0,19.0,4.0,35.0,,,,1.0,,12.0,,1.0,1.0,13.0,17.0,1.0,,,2.0,,1.0,,5.0,1.0,,1.0,10.0,12.0,4.0,,7.0,23.0,,,3.0,,3.0,,,2.0,,3.0,,,,1.0,1.0,,1.0,,,,,,1.0,,2.0,4.0,,1.0,,,,,,,,,,,,1.0,,2.0,,,1.0,3.0,,1.0,,,2.0,4.0,,,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-24,1.0,6.0,15.0,1.0,21.0,,1.0,1.0,2.0,,22.0,,3.0,,14.0,24.0,,,2.0,3.0,,,1.0,3.0,,,1.0,14.0,9.0,9.0,,1.0,13.0,,,1.0,,2.0,1.0,,1.0,,1.0,1.0,,2.0,,2.0,1.0,,,,,,,,1.0,,2.0,,2.0,,,,1.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-25,1.0,5.0,15.0,1.0,12.0,,1.0,,1.0,,17.0,,3.0,,15.0,15.0,,,,7.0,,,,4.0,1.0,,,15.0,8.0,5.0,,,12.0,,,1.0,,3.0,2.0,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,3.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,1.0,,2.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2021-11-26,1.0,8.0,19.0,1.0,12.0,,,,2.0,,15.0,1.0,2.0,,14.0,10.0,1.0,,2.0,4.0,1.0,5.0,,2.0,1.0,,2.0,16.0,5.0,2.0,,1.0,13.0,,1.0,2.0,,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,3.0,1.0,,,,,2.0,,,,2.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,3.0,,1.0,,,,3.0,,,,1.0,2.0,,3.0,,,,,,2.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28,1.0,2.0,8.0,,4.0,,2.0,1.0,,,8.0,1.0,1.0,1.0,11.0,11.0,,,2.0,2.0,1.0,1.0,,2.0,,,2.0,9.0,4.0,1.0,,2.0,4.0,,,2.0,,,,,1.0,,1.0,,,,,,4.0,,,1.0,,,,,,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,2.0,,1.0,,,,3.0,1.0,,,2.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,1.0,3.0,23.0,,22.0,,,2.0,2.0,,22.0,,2.0,2.0,11.0,20.0,1.0,,4.0,10.0,,4.0,,3.0,,,2.0,20.0,9.0,6.0,1.0,1.0,11.0,1.0,1.0,6.0,,,,,1.0,1.0,3.0,,1.0,,2.0,,3.0,1.0,,1.0,,,1.0,1.0,,2.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,3.0,2.0,,,2.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,1.0,2.0,14.0,,11.0,,,1.0,,,6.0,,1.0,,17.0,5.0,,,,3.0,,2.0,,2.0,,,,7.0,6.0,2.0,,,7.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,2.0,1.0,,1.0,,,2.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,1.0,6.0,10.0,3.0,6.0,,1.0,1.0,,1.0,9.0,,4.0,2.0,12.0,5.0,,,,1.0,2.0,1.0,,2.0,3.0,,4.0,15.0,5.0,2.0,,2.0,3.0,1.0,,2.0,,3.0,,,2.0,,2.0,2.0,1.0,,,,2.0,1.0,,1.0,,,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2021-12-06,1.0,11.0,19.0,,18.0,,1.0,2.0,1.0,,14.0,,2.0,1.0,13.0,29.0,,,1.0,4.0,,2.0,,3.0,1.0,,2.0,18.0,10.0,5.0,,3.0,12.0,1.0,,6.0,,,,,2.0,1.0,2.0,,1.0,2.0,,,1.0,1.0,,,,,1.0,,,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,2.0,,,1.0,3.0,,1.0,,,1.0,,,,,,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,1.0,7.0,19.0,,17.0,,3.0,2.0,2.0,,11.0,,2.0,2.0,14.0,15.0,,,1.0,4.0,,1.0,,5.0,,,3.0,16.0,15.0,3.0,1.0,1.0,21.0,,,4.0,,5.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,3.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09,1.0,4.0,21.0,,9.0,,,1.0,1.0,,18.0,,2.0,,19.0,23.0,3.0,,2.0,3.0,,2.0,,8.0,,,,21.0,13.0,7.0,,1.0,33.0,,,4.0,,1.0,,,1.0,,7.0,,,,,2.0,,,,1.0,,,2.0,,,,1.0,,,,,,2.0,,,,,,,,1.0,,2.0,,1.0,,4.0,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2021-12-13,1.0,3.0,14.0,1.0,17.0,,,,1.0,1.0,12.0,,1.0,1.0,10.0,20.0,,,,4.0,,2.0,,2.0,,,1.0,13.0,6.0,2.0,,3.0,15.0,,2.0,1.0,,2.0,2.0,,3.0,1.0,,,,,1.0,3.0,1.0,1.0,,,,1.0,2.0,,,1.0,3.0,,,,,,,,,,,,,,,,5.0,,1.0,,1.0,,,,1.0,,4.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14,6.0,10.0,25.0,,20.0,,3.0,3.0,1.0,,14.0,,2.0,1.0,6.0,17.0,4.0,,2.0,4.0,,,,2.0,,,2.0,17.0,15.0,6.0,1.0,1.0,25.0,1.0,,1.0,,2.0,,,3.0,1.0,,2.0,1.0,,,5.0,4.0,1.0,,,1.0,,1.0,2.0,1.0,,3.0,,2.0,,,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2021-12-15,2.0,2.0,14.0,4.0,20.0,,2.0,5.0,,,13.0,,2.0,1.0,12.0,19.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,,,1.0,11.0,10.0,2.0,,1.0,9.0,,1.0,5.0,,2.0,,,2.0,,,1.0,2.0,,,3.0,,,,1.0,,2.0,2.0,2.0,,,6.0,,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,6.0,,,,,1.0,1.0,,,1.0,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2021-12-16,1.0,4.0,14.0,1.0,17.0,,1.0,,,,7.0,,1.0,1.0,10.0,7.0,1.0,,,4.0,2.0,,1.0,4.0,3.0,,1.0,11.0,3.0,3.0,,,12.0,,1.0,6.0,,2.0,1.0,,3.0,1.0,1.0,,,,,,3.0,1.0,,,2.0,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,4.0,,,,1.0,,3.0,,,1.0,2.0,,,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-17,1.0,,14.0,6.0,10.0,,,,1.0,,10.0,1.0,1.0,,12.0,13.0,,,,2.0,,,,5.0,,,2.0,10.0,6.0,2.0,,,5.0,1.0,,,,,,,1.0,,,,,,,2.0,1.0,1.0,,,1.0,,,,,,3.0,,,,2.0,,1.0,,,,,,,,,,1.0,,,,3.0,1.0,1.0,1.0,,,,,,,,4.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-19,1.0,3.0,12.0,1.0,9.0,,1.0,,,,11.0,1.0,,1.0,10.0,12.0,,,1.0,5.0,,,,3.0,,,4.0,5.0,3.0,,,4.0,8.0,,1.0,,,1.0,,,,1.0,1.0,,,,,2.0,,1.0,,,,,1.0,2.0,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,3.0,1.0,9.0,2.0,16.0,,,,,,11.0,,,,9.0,26.0,2.0,,1.0,7.0,,3.0,,,,,5.0,12.0,3.0,3.0,,1.0,11.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,2.0,2.0,1.0,1.0,,,,,,2.0,,1.0,1.0,2.0,,,,1.0,,,,2.0,,,,,,2.0,,1.0,,,,,1.0,3.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
